04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Faith,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Lyla,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Drake,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Ronna,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Kenz,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Nick,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Rita,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Oz,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Lou,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/28/2022,Adore,ID777,"Ash Vedder",Customer,Benefits,"Friends With",Sabbath,Euroasia,Taured,2,"IDD777, ID888",5,5,10,Syl,,3,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Janos,,5,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Kain,,1,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
04/29/2022,Eidos,ID787,"Ash Vedder",Customer,"Holistic  Bureaucracy","Karma Police","The Circle",Ishbal,Amestris,0,N/A,5,2,10,Raziel,,4,"Butch Coolidge: Zed's dead baby...Zed's dead",3,"English mofo, do you speak it?",3,,3,,3,,3,,yes,,yes,,yes,
